50,2019-01-09,H207449,Vessel,Nanno Factory,Hukla Japan Inc.,2019-02-28,,
273,2020-04-08,H207656,DHL(Courier),NAGOYA air-port,Hukla Japan Inc. / Nanno Factory,2020-04-08,For Hukla Japan/Nanno Fac.,
274,2020-04-14,H207657,Vessel,Nagoya Port,The address listed above,2020-05-28,To Hukla Japan/Nanno ,2020-06-10
275,2020-04-21,H207658,Vessel,Nagoya Port,The address listed above,2020-06-04,To Hukla Japan/Nanno ,2020-06-17
276,2020-04-27,H207659,DHL(Courier),NAGOYA air-port,Hukla Japan Inc. / Nanno Factory,2020-05-01,For Hukla Japan/Nanno Fac.,
277,2020-04-28,H207660,DHL(Courier),NAGOYA air-port,Hukla Japan Inc. / Nanno Factory,2020-04-28,For Hukla Japan/Nanno Fac.,
278,2020-04-28,H207661,Vessel,Nagoya Port,The address listed above,2020-06-11,To Hukla Japan/Nanno ,2020-06-24
280,2020-05-12,H207662,Vessel,Nagoya Port,The address listed above,2020-06-18,To Hukla Japan/Nanno ,2020-07-01
282,2020-05-15,H207663,Vessel,MOJI Port,The address listed above,2020-06-20,To NAFCO Moji Direct,
283,2020-05-16,H207664,Vessel,NAGOYA Port,The address listed above,2020-08-06,To Fujiei NAGOYA Direct ,2020-08-17
284,2020-05-19,H207665,Vessel,Nagoya Port,The address listed above,2020-06-25,To Hukla Japan/Nanno ,2020-07-08
285,2020-05-21,H207666,Vessel,Nagoya Port,The address listed above,2020-05-21,To Hukla Japan/Nanno ,
286,2020-05-26,H207667,Vessel,Nagoya Port,The address listed above,2020-07-02,To Hukla Japan/Nanno ,2020-07-15
287,2020-05-26,H207668,Vessel,NAGOYA Port,The address listed above,2020-07-02,To Daizen NAGOYA Direct ,--
290,2020-06-02,H207670,Vessel,Nagoya Port,The address listed above,2020-07-09,To Hukla Japan/Nanno ,2020-07-22
292,2020-06-09,H207671,Vessel,Nagoya Port,The address listed above,2020-07-16,To Hukla Japan/Nanno ,2020-07-29
293,2020-06-09,H207672,Vessel,MOJI Port,The address listed above,2020-07-11,To NAFCO Moji Direct,2020-07-18
295,2020-06-10,H207673,Vessel,Nagoya Port,The address listed above,2020-06-18,To Hukla Japan/Nanno ,
297,2020-06-11,H207674,Vessel,HAKATA Port,The address listed above,2020-07-18,To Fukuhaku Direct,
298,2020-06-16,H207675,Vessel,Nagoya Port,The address listed above,2020-07-23,To Hukla Japan/Nanno ,2020-08-05
299,2020-06-17,H207676,Vessel,Nagoya Port,The address listed above,2020-06-24,To Hukla Japan/Nanno ,
300,2020-06-19,H207677,DHL(Courier),NAGOYA air-port,Hukla Japan Inc. / Nanno Factory,2020-06-24,For Hukla Japan/Nanno Fac.,
301,2020-06-23,H207678,Vessel,Nagoya Port,The address listed above,2020-07-30,To Hukla Japan/Nanno ,2020-08-19
302,2020-06-23,H207679,Vessel,HAKATA Port,The address listed above,2020-08-01,To NIC Hakata Direct,2020-08-19
303,2020-06-23,H207680,DHL(Courier),NAGOYA air-port,Hukla Japan Inc. / Nanno Factory,2020-06-26,For Hukla Japan/Nanno Fac.,
304,2020-06-30,H207681,Vessel,Nagoya Port,The address listed above,2020-08-06,To Hukla Japan/Nanno ,2020-08-26
305,2020-07-01,H207682,Vessel,Nagoya Port,The address listed above,2020-07-01,To Hukla Japan/Nanno ,
306,2020-07-03,H207683,Vessel,HAKATA Port,The address listed above,2020-08-22,To Livinghouse Hakata Direct,2020-08-31
307,2020-07-07,H207684,Vessel,Nagoya Port,The address listed above,2020-08-20,To Hukla Japan/Nanno ,2020-09-04
308,2020-07-10,H207685,DHL(Courier),NAGOYA air-port,Hukla Japan Inc. / Nanno Factory,2020-07-10,For Hukla Japan/Nanno Fac.,
309,2020-07-11,H207686,Vessel,OSAKA Port,The address listed above,2020-08-15,To Fujishi Osaka Direct,
310,2020-07-11,H207687,Vessel,Nagoya Port,The address listed above,2020-08-20,To Hukla Japan/Nanno ,
311,2020-07-14,H207688,Vessel,Nagoya Port,The address listed above,2020-08-27,To Hukla Japan/Nanno ,2020-09-11
312,2020-07-14,H207689,Vessel,HAKATA Port,The address listed above,2020-08-25,To Fukuhaku Direct,2020-09-05
313,2020-07-15,H207690,Vessel,Nagoya Port,The address listed above,2020-07-23,To Hukla Japan/Nanno ,
314,2020-07-17,H207691,DHL(Courier),NAGOYA air-port,Hukla Japan Inc. / Nanno Factory,2020-07-17,For Hukla Japan/Nanno Fac.,
315,2020-07-21,H207692,Vessel,Nagoya Port,The address listed above,2020-09-03,To Hukla Japan/Nanno ,2020-09-16
316,2020-07-22,H207693,DHL(Courier),NAGOYA air-port,Hukla Japan Inc. / Nanno Factory,2020-07-22,For Hukla Japan/Nanno Fac.,
317,2020-07-23,H207694,DHL(Courier),NAGOYA air-port,Hukla Japan Inc. / Nanno Factory,2020-07-29,For Hukla Japan/Nanno Fac.,
318,2020-07-28,H207695,Vessel,Nagoya Port,The address listed above,2020-09-10,To Hukla Japan/Nanno ,2020-09-25
319,2020-08-04,H207696,Vessel,Nagoya Port,The address listed above,2020-09-17,To Hukla Japan/Nanno ,2020-10-02
320,2020-08-05,H207697,DHL(Courier),NAGOYA air-port,Hukla Japan Inc. / Nanno Factory,2020-09-02,For Hukla Japan/Nanno Fac.,
321,2020-08-06,H207698,DHL(Courier),NAGOYA air-port,Hukla Japan Inc. / Nanno Factory,2020-08-20,For Hukla Japan/Nanno Fac.,
322,2020-08-07,H207699,Vessel,Nagoya Port,The address listed above,2020-09-10,To Hukla Japan/Nanno ,2020-09-23
323,2020-08-07,H207700,Vessel,Nagoya Port,The address listed above,2020-09-17,To Hukla Japan/Nanno ,2020-10-05
324,2020-08-07,H207701,Vessel,Nagoya Port,The address listed above,2020-09-24,To Hukla Japan/Nanno ,2020-10-09
325,2020-08-17,H207702,DHL(Courier), Air-port,Hukla Japan Inc. Fukuoka Branch,2020-08-27,For Hukla Japan.,
326,2020-08-18,H207703,Vessel,HAKATA Port,The address listed above,2020-09-26,To Fukuhaku Direct,
327,2020-08-18,H207704,Vessel,MOJI Port,The address listed above,2020-09-26,To NAFCO Moji Direct,2020-10-08
328,2020-08-18,H207705,Vessel,Nagoya Port,The address listed above,2020-09-24,To Hukla Japan/Nanno ,2020-10-07
329,2020-08-20,H207706,Vessel,Nagoya Port,The address listed above,2020-09-24,To Hukla Japan/Nanno ,--
330,2020-08-25,H207707,Vessel,Nagoya Port,The address listed above,2020-10-01,To Hukla Japan/Nanno ,2020-10-16
331,2020-08-27,H207708,DHL(Courier),NAGOYA air-port,Hukla Japan Inc. / Nanno Factory,2020-09-08,For Hukla Japan/Nanno Fac.,
332,2020-08-27,H207709,Vessel,Nagoya Port,The address listed above,2020-10-01,To Hukla Japan/Nanno ,
333,2020-08-27,H207710,DHL(Courier),NAGOYA air-port,Hukla Japan Inc. / Nanno Factory,2020-09-11,For Hukla Japan/Nanno Fac.,
334,2020-08-28,H207711,Vessel,Nagoya Port,The address listed above,2020-09-09,To Hukla Japan/Nanno ,
335,2020-09-01,H207712,Vessel,Nagoya Port,The address listed above,2020-10-15,To Hukla Japan/Nanno ,2020-10-30
336,2020-09-01,H207713,Vessel,Nagoya Port,The address listed above,2020-09-01,To Hukla Japan/Nanno ,
337,2020-09-03,H207714,DHL(Courier),NAGOYA air-port,Hukla Japan Inc. / Nanno Factory,2020-09-11,For Hukla Japan/Nanno Fac.,
338,2020-09-08,H207715,Vessel,Nagoya Port,The address listed above,2020-10-22,To Hukla Japan/Nanno ,2020-11-04
339,2020-09-14,H207716,Vessel,Nagoya Port,The address listed above,2020-10-22,To Hukla Japan/Nanno ,
340,2020-09-15,H207717,Vessel,Nagoya Port,The address listed above,2020-10-29,To Hukla Japan/Nanno ,2020-11-11
341,2020-09-16,H207718,DHL(Courier),NAGOYA air-port,Hukla Japan Inc. / Nanno Factory,2020-09-25,For Hukla Japan/Nanno Fac.,
342,2020-09-18,H207719,Vessel,Nagoya Port,The address listed above,2020-10-24,To Hukla Japan/Nanno ,2020-11-06
344,2020-09-22,H207720,Vessel,Nagoya Port,The address listed above,2020-11-05,To Hukla Japan/Nanno ,2020-11-18
345,2020-09-23,H207721,Vessel,HAKATA Port,The address listed above,2020-11-07,To NIC Hakata Direct,2020-11-27
346,2020-09-23,H207722,Vessel,NAGOYA Port,The address listed above,2020-11-12,To Fujiei NAGOYA Direct ,
347,2020-09-23,H207723,Vessel,HAKATA Port,The address listed above,2020-11-07,To Sakoda Direct,
348,2020-09-25,H207724,DHL(Courier),NAGOYA air-port,Hukla Japan Inc. / Nanno Factory,2020-09-25,For Hukla Japan/Nanno Fac.,
349,2020-09-25,H207725,Vessel,Nagoya Port,The address listed above,2020-09-25,To Hukla Japan/Nanno ,
350,2020-09-29,H207726,Vessel,Nagoya Port,The address listed above,2020-11-12,To Hukla Japan/Nanno ,2020-11-27
351,2020-10-09,H207727,Vessel,HAKATA Port,The address listed above,2020-11-14,To Livinghouse Hakata Direct,
352,2020-10-09,H207728,Vessel,NAGOYA Port,The address listed above,2020-11-12,To Daizen NAGOYA Direct ,2020-11-24
353,2020-10-09,H207729,Vessel,OSAKA Port,The address listed above,2020-11-19,To Fujishi Osaka Direct,2020-12-08
354,2020-10-13,H207730,Vessel,Nagoya Port,The address listed above,2020-11-19,To Hukla Japan/Nanno ,2020-12-04
355,2020-10-14,H207731,Vessel,Nagoya Port,The address listed above,2020-11-26,To Hukla Japan/Nanno ,
356,2020-10-14,H207732,DHL(Courier),NAGOYA air-port,Hukla Japan Inc. / Nanno Factory,2020-10-14,For Hukla Japan/Nanno Fac.,
357,2020-10-16,H207734,DHL(Courier),NAGOYA air-port,Hukla Japan Inc. / Nanno Factory,2020-10-23,For Hukla Japan/Nanno Fac.,
359,2020-10-20,H207735,Vessel,Nagoya Port,The address listed above,2020-11-26,To Hukla Japan/Nanno ,2020-12-11
360,2020-10-20,H207736,Vessel,Nagoya Port,The address listed above,2020-11-26,To Hukla Japan/Nanno ,
361,2020-10-21,H207737,Vessel,MOJI Port,The address listed above,2020-11-28,To NAFCO Moji Direct,
362,2020-10-27,H207738,Vessel,Nagoya Port,The address listed above,2020-12-03,To Hukla Japan/Nanno ,2020-12-16
363,2020-10-28,H207739,DHL(Courier),NAGOYA air-port,Hukla Japan Inc. / Nanno Factory,2020-10-30,For Hukla Japan/Nanno Fac.,
364,2020-11-03,H207740,Vessel,Nagoya Port,The address listed above,2020-12-10,To Hukla Japan/Nanno ,2020-12-25
365,2020-11-06,H207741,DHL(Courier),NAGOYA air-port,Hukla Japan Inc. / Nanno Factory,2020-11-13,For Hukla Japan/Nanno Fac.,
366,2020-11-10,H207742,Vessel,Nagoya Port,The address listed above,2020-12-17,To Hukla Japan/Nanno ,2021-01-08
367,2020-11-12,H207743,Vessel,Nagoya Port,The address listed above,2020-12-29,To Hukla Japan/Nanno ,
368,2020-11-12,H207744,Vessel,Nagoya Port,The address listed above,2021-01-18,To Hukla Japan/Nanno ,
369,2020-11-12,H207745,Vessel,Nagoya Port,The address listed above,2021-02-04,To Hukla Japan/Nanno ,
370,2020-11-13,H207746,Vessel,OSAKA Port,The address listed above,2020-12-24,To Fujishi Osaka Direct,
371,2020-11-17,H207747,Vessel,HAKATA Port,The address listed above,2020-12-24,To NIC Hakata Direct,
372,2020-11-17,H207748,Vessel,Nagoya Port,The address listed above,2020-12-24,To Hukla Japan/Nanno ,2021-01-15
373,2020-11-18,H207749,Vessel,HAKATA Port,The address listed above,2020-12-26,To Fukuhaku Direct,
374,2020-11-24,H207750,Vessel,Nagoya Port,The address listed above,2020-11-24,To Hukla Japan/Nanno ,
375,2020-11-24,H207751,Vessel,Nagoya Port,The address listed above,2021-01-09,To Hukla Japan/Nanno ,2021-01-22
376,2020-11-26,H207752,DHL(Courier),NAGOYA air-port,Hukla Japan Inc. / Nanno Factory,2020-11-26,For Hukla Japan/Nanno Fac.,
377,2020-11-26,H207753,Vessel,Nagoya Port,The address listed above,2020-11-26,To Hukla Japan/Nanno ,
378,2020-12-01,H207754,Vessel,Nagoya Port,The address listed above,2021-01-14,To Hukla Japan/Nanno ,2021-01-29
379,2020-12-04,H207755,DHL(Courier),NAGOYA air-port,Hukla Japan Inc. / Nanno Factory,2020-12-11,For Hukla Japan/Nanno Fac.,
380,2020-12-07,H207756,Vessel,MOJI Port,The address listed above,2021-01-23,To NAFCO Moji Direct,
381,2020-12-07,H207757,Vessel,NAGOYA Port,The address listed above,2021-03-11,To Fujiei NAGOYA Direct ,
382,2020-12-07,H207758,Vessel,HAKATA Port,The address listed above,2021-01-23,To Livinghouse Hakata Direct,
383,2020-12-08,H207759,Vessel,Nagoya Port,The address listed above,2021-01-21,To Hukla Japan/Nanno ,2021-02-05
384,2020-12-14,H207760,Vessel,HAKATA Port,The address listed above,2021-01-30,To Fukuhaku Direct,
385,2020-12-15,H207761,Vessel,Nagoya Port,The address listed above,2020-12-15,To Hukla Japan/Nanno ,
386,2020-12-15,H207762,Vessel,Nagoya Port,The address listed above,2021-01-28,To Hukla Japan/Nanno ,2021-02-12
387,2020-12-18,H207763,Vessel,Nagoya Port,The address listed above,2021-01-14,To Hukla Japan/Nanno ,
388,2020-12-18,H207764,DHL(Courier),NAGOYA air-port,Hukla Japan Inc. / Nanno Factory,2020-12-18,For Hukla Japan/Nanno Fac.,
389,2020-12-22,H207765,Vessel,Nagoya Port,The address listed above,2021-02-04,To Hukla Japan/Nanno ,2021-02-22
390,2020-12-22,H207766,DHL(Courier),NAGOYA air-port,Hukla Japan Inc. / Nanno Factory,2021-02-04,For Hukla Japan/Nanno Fac.,
391,2020-12-24,H207767,Vessel,Nagoya Port,The address listed above,2021-02-04,To Hukla Japan/Nanno ,
392,2020-12-25,H207768,Vessel,Nagoya Port,The address listed above,2021-01-14,To Hukla Japan/Nanno ,
393,2020-12-25,H207769,Vessel,OSAKA Port,The address listed above,2021-02-11,To Fujishi Osaka Direct,
395,2021-01-12,H207770,Vessel,Nagoya Port,The address listed above,2021-02-25,To Hukla Japan/Nanno ,2021-03-12
396,2021-01-18,H207771,Vessel,Nagoya Port,The address listed above,2021-01-18,To Hukla Japan/Nanno ,
397,2021-01-19,H207772,Vessel,Nagoya Port,The address listed above,2021-03-04,To Hukla Japan/Nanno ,2021-03-22
398,2021-01-19,H207773,Vessel,HAKATA Port,The address listed above,2021-03-13,To Livinghouse Hakata Direct,
399,2021-01-25,H207774,Vessel,Nagoya Port,The address listed above,2021-01-25,To Hukla Japan/Nanno ,
400,2021-01-26,H207775,Vessel,Nagoya Port,The address listed above,2021-03-11,To Hukla Japan/Nanno ,2021-03-29
401,2021-02-01,H207776,Vessel,Nagoya Port,The address listed above,2021-02-01,To Hukla Japan/Nanno ,
402,2021-02-02,H207777,Vessel,Nagoya Port,The address listed above,2021-03-18,To Hukla Japan/Nanno ,2021-04-02
403,2021-02-02,H207778,DHL(Courier),NAGOYA air-port,Hukla Japan Inc. / Nanno Factory,2021-02-02,For Hukla Japan/Nanno Fac.,
404,2021-02-02,H207779,DHL(Courier),NAGOYA air-port,Hukla Japan Inc. / Nanno Factory,2021-02-19,For Hukla Japan/Nanno Fac.,
405,2021-02-03,H207780,Vessel,NAGOYA Port,The address listed above,2021-04-08,To Fujikoshi NAGOYA Direct,
406,2021-02-03,H207781,Vessel,HAKATA Port,The address listed above,2021-03-20,To NIC Hakata Direct,
407,2021-02-09,H207782,DHL(Courier),NAGOYA air-port,Hukla Japan Inc. / Nanno Factory,2021-02-09,For Hukla Japan/Nanno Fac.,
408,2021-02-09,H207783,Vessel,Nagoya Port,The address listed above,2021-03-25,To Hukla Japan/Nanno ,2021-04-09
409,2021-02-22,H207784,DHL(Courier), Air-port,Hukla Japan Inc. Fukuoka Branch,2021-03-03,For Hukla Japan.,
410,2021-02-23,H207785,Vessel,Nagoya Port,The address listed above,2021-04-01,To Hukla Japan/Nanno ,2021-04-16
412,2021-02-23,H207786,Vessel,Nagoya Port,The address listed above,2021-04-08,To Hukla Japan/Nanno ,2021-04-30
413,2021-02-24,H207787,DHL(Courier),NAGOYA air-port,Hukla Japan Inc. / Nanno Factory,2021-03-10,For Hukla Japan/Nanno Fac.,
414,2021-02-24,H207788,Vessel,Nagoya Port,The address listed above,2021-04-22,To Hukla Japan/Nanno ,2021-05-21
415,2021-02-24,H207789,Vessel,Nagoya Port,The address listed above,2021-03-25,To Hukla Japan/Nanno ,
416,2021-02-26,H207790,Vessel,NAGOYA Port,The address listed above,2021-05-13,To Fujiei NAGOYA Direct ,
417,2021-02-26,H207791,DHL(Courier),NAGOYA air-port,Hukla Japan Inc. / Nanno Factory,2021-03-04,For Hukla Japan/Nanno Fac.,
419,2021-03-02,H207792,Vessel,Nagoya Port,The address listed above,2021-04-10,To Hukla Japan/Nanno ,2021-04-23
420,2021-03-02,H207793,Vessel,OSAKA Port,The address listed above,2021-04-10,To Fujishi Osaka Direct,
421,2021-03-05,H207794,Vessel,Nagoya Port,The address listed above,2021-04-01,To Hukla Japan/Nanno ,2021-04-19
422,2021-03-09,H207795,Vessel,Nagoya Port,The address listed above,2021-04-15,To Hukla Japan/Nanno ,2021-04-30
423,2021-03-11,H207796,Vessel,Nagoya Port,The address listed above,2021-04-01,To Hukla Japan/Nanno ,
424,2021-03-16,H207797,Vessel,Nagoya Port,The address listed above,2021-04-22,To Hukla Japan/Nanno ,2021-05-14
425,2021-03-23,H207798,Vessel,Nagoya Port,The address listed above,2021-04-29,To Hukla Japan/Nanno ,2021-05-21
426,2021-03-25,H207800,Vessel,Nagoya Port,The address listed above,2021-03-25,To Hukla Japan/Nanno ,
427,2021-03-30,H207801,DHL(Courier),NAGOYA air-port,Hukla Japan Inc. / Nanno Factory,2021-03-30,For Hukla Japan/Nanno Fac.,
428,2021-03-30,H207802,DHL(Courier), Air-port,Hukla Japan Inc. Fukuoka Branch,2021-03-30,For Hukla Japan.,
429,2021-03-30,H207803,Vessel,Nagoya Port,The address listed above,2021-05-13,To Hukla Japan/Nanno ,2021-05-28
430,2021-03-31,H207804,Vessel,Nagoya Port,The address listed above,2021-05-13,To Hukla Japan/Nanno ,
431,2021-03-31,H207805,Vessel,Nagoya Port,The address listed above,2021-03-31,To Hukla Japan/Nanno ,
432,2021-04-02,H207806,Vessel,HAKATA Port,The address listed above,2021-05-15,To Fukuhaku Direct,
433,2021-04-02,H207807,Vessel,Nagoya Port,The address listed above,2021-04-22,To Hukla Japan/Nanno ,
434,2021-04-06,H207808,Vessel,Nagoya Port,The address listed above,2021-05-20,To Hukla Japan/Nanno ,2021-06-04
435,2021-04-06,H207809,DHL(Courier),NAGOYA air-port,Hukla Japan Inc. / Nanno Factory,2021-04-06,For Hukla Japan/Nanno Fac.,
436,2021-04-08,H207810,DHL(Courier), Air-port,Hukla Japan Inc. Fukuoka Branch,2021-04-08,For Hukla Japan.,
437,2021-04-12,H207811,Vessel,Nagoya Port,The address listed above,2021-04-12,To Hukla Japan/Nanno ,
438,2021-04-13,H207812,Vessel,Nagoya Port,The address listed above,2021-05-27,To Hukla Japan/Nanno ,2021-06-11
439,2021-04-13,H207813,Vessel,Nagoya Port,The address listed above,2021-04-15,For Scroll R&D ,
440,2021-04-13,H207814,Vessel,Nagoya Port,The address listed above,2021-04-15,For Scroll R&D ,
441,2021-04-13,H207815,Vessel,Nagoya Port,The address listed above,2021-04-29,For Scroll R&D ,
442,2021-04-13,H207816,Vessel,Nagoya Port,The address listed above,2021-05-06,For Scroll R&D ,
443,2021-04-13,H207817,Vessel,Nagoya Port,The address listed above,2021-05-13,For Scroll R&D ,
444,2021-04-13,H207818,Vessel,Nagoya Port,The address listed above,2021-05-20,For Scroll R&D ,
445,2021-04-13,H207819,Vessel,Nagoya Port,The address listed above,2021-05-27,For Scroll R&D ,
446,2021-04-16,H207820,Vessel,Nagoya Port,The address listed above,2021-05-27,To Hukla Japan/Nanno ,
447,2021-04-20,H207821,Vessel,Nagoya Port,The address listed above,2021-06-03,To Hukla Japan/Nanno ,2021-06-18
448,2021-04-20,H207822,DHL(Courier),NAGOYA air-port,Hukla Japan Inc. / Nanno Factory,2021-04-30,For Hukla Japan/Nanno Fac.,
449,2021-04-23,H207823,Vessel,Nagoya Port,The address listed above,2021-05-20,For Scroll R&D ,
450,2021-04-23,H207824,Vessel,Nagoya Port,The address listed above,2021-05-20,For Scroll R&D ,
451,2021-04-23,H207825,Vessel,Nagoya Port,The address listed above,2021-05-22,For Scroll R&D ,
452,2021-04-23,H207826,Vessel,Nagoya Port,The address listed above,2021-05-27,For Scroll R&D ,
453,2021-04-23,H207828,Vessel,Nagoya Port,The address listed above,2021-06-17,For Scroll R&D ,
454,2021-04-23,H207827,Vessel,Nagoya Port,The address listed above,2021-06-10,For Scroll R&D ,
456,2021-04-27,H207829,Vessel,Nagoya Port,The address listed above,2021-04-27,To Hukla Japan/Nanno ,
457,2021-04-27,H207830,DHL(Courier),NAGOYA air-port,Hukla Japan Inc. / Nanno Factory,2021-04-27,For Hukla Japan/Nanno Fac.,
458,2021-04-27,H207831,Vessel,OSAKA Port,The address listed above,2021-06-12,To Fujishi Osaka Direct,
459,2021-04-27,H207832,Vessel,Nagoya Port,The address listed above,2021-06-10,To Hukla Japan/Nanno ,2021-06-25
